,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
12247,KERP        ,37.941694444444400,-100.31263888888900,96.3,0.01,213.0,KS ,"KANSAS BROADCAST COMPANY, LLC                                               "
12248,K242BM,37.956694444444400,-95.3713611111111,96.3,0.01,93.3,KS ,"COMMUNITY BROADCASTING, INC.                                                "
12249,K242AK,37.053750000000000,-100.85666666666700,96.3,0.01,0.0,KS ,"KANZA SOCIETY, INC.                                                         "
12250,K243BD,38.57055555555560,-97.64141666666670,96.3,0.01,0.0,KS ,"AD ASTRA PER ASPERA BROADCASTING, INC.                                      "
12251,KACZ        ,39.226111111111100,-96.61694444444440,96.3,0.01,145.0,KS ,"MANHATTAN BROADCASTING CO., INC.                                            "
12252,K242AP,39.759166666666700,-101.70044444444400,96.3,0.01,0.0,KS ,"KANZA SOCIETY, INC.                                                         "
12253,W242BR,36.90091666666670,-83.30377777777780,96.3,0.01,0.0,KY ,EASTERN KENTUCKY UNIVERSITY                                                 
12254,WIVY        ,38.175888888888900,-83.40766666666670,96.3,0.01,144.0,KY ,"GATEWAY RADIO WORKS, INC.                                                   "
12255,W242CX,37.04888888888890,-88.61444444444440,96.3,0.01,0.0,KY ,"BRISTOL BROADCASTING COMPANY, INC.                                          "
12256,WXKY        ,37.52425,-84.86994444444440,96.3,0.01,223.0,KY ,EDUCATIONAL MEDIA FOUNDATION                                                
12257,K242CE,29.950333333333300,-90.07119444444440,96.3,0.01,0.0,LA ,"IHM LICENSES, LLC                                                           "
12258,KOUS-LP     ,32.43458333333330,-92.10483333333330,96.3,0.01,0.0,LA ,"MAHOGONY'S INCUBATION SYSTEM, INC                                           "
12259,K242DA,32.51347222222220,-92.66569444444450,96.3,0.01,0.0,LA ,RED PEACH LLC                                                               
12260,DW242AA,42.361694444444400,-71.08552777777780,96.3,0.01,0.0,MA ,WGBH EDUCATIONAL FOUNDATION                                                 
12261,WEII        ,41.729,-70.16669444444450,96.3,0.01,90.5,MA ,"IHM LICENSES, LLC                                                           "
12262,WEII        ,41.729,-70.16669444444450,96.3,0.01,77.7,MA ,"IHM LICENSES, LLC                                                           "
12263,WJOP-LP     ,42.812555555555600,-70.88622222222220,96.3,0.01,0.0,MA ,NEWBURYPORT COMMUNITY MEDIA CENTER                                          
12264,W242AT,42.710055555555600,-73.20286111111110,96.3,0.01,0.0,MA ,UNIVERSITY OF MASSACHUSETTS                                                 
12265,W242AR,39.71008333333330,-78.16944444444450,96.3,0.01,0.0,MD ,"SPLENDOR OF TRUTH RADIO, INC.                                               "
12266,W242AD,39.40397222222220,-79.29336111111110,96.3,0.01,221.0,MD ,FROSTBURG STATE UNIVERSITY                                                  
12267,WXSU-LP     ,38.37538888888890,-75.65825000000000,96.3,0.01,0.0,MD ,SALISBURY UNIVERSITY                                                        
12268,WJJB-FM     ,44.25091666666670,-70.42061111111110,96.3,0.01,430.0,ME ,"ATLANTIC COAST RADIO, LLC                                                   "
12269,WRSL-LP     ,41.92361111111110,-86.28222222222220,96.3,0.01,29.0,MI ,JUSTIFIED WALK MINISTRIES                                                   
12270,WDVD        ,42.45363888888890,-83.16380555555560,96.3,0.01,240.0,MI ,RADIO LICENSE HOLDINGS LLC                                                  
12271,WDVD        ,42.47113888888890,-83.20075,96.3,0.01,195.0,MI ,RADIO LICENSE HOLDINGS LLC                                                  
12272,WHBS        ,47.03638888888890,-88.69527777777780,96.3,0.01,226.0,MI ,QUEEN BEE'S KNEES LLC                                                       
12273,WKLA-FM     ,43.91694444444440,-86.43675,96.3,0.01,93.0,MI ,"SYNERGY MEDIA, INC                                                          "
12274,W242BH,42.33141666666670,-85.13,96.3,0.01,0.0,MI ,SMILE FM                                                                    
12275,WLXT        ,45.32416666666670,-84.87894444444440,96.3,0.01,255.2,MI ,"MACDONALD GARBER BROADCASTING, INC                                          "
12276,WLXT        ,45.32138888888890,-84.87588888888890,96.3,0.01,299.0,MI ,"MACDONALD GARBER BROADCASTING, INC                                          "
12277,W242DB,46.33302777777780,-94.19194444444450,96.3,0.01,0.0,MN ,"R&J BROADCASTING, INC.                                                      "
12278,KMWA        ,45.02330555555560,-93.3816111111111,96.3,0.01,77.0,MN ,EDUCATIONAL MEDIA FOUNDATION                                                
12279,KMWA        ,44.976083333333300,-93.27244444444450,96.3,0.01,235.0,MN ,EDUCATIONAL MEDIA FOUNDATION                                                
12280,WYSG-LP     ,46.01411111111110,-92.92936111111110,96.3,0.01,0.0,MN ,HINCKLEY ADVENTIST BROADCASTING CORPORATION                                 
12281,K242AY,47.078833333333300,-94.59055555555560,96.3,0.01,0.0,MN ,"DE LA HUNT MEDIA, INC.                                                      "
12282,K242CF,45.13525,-95.04138888888890,96.3,0.01,0.0,MN ,LAKELAND MEDIA LLC                                                          
12283,KCAH-LP     ,37.168388888888900,-94.30966666666670,96.3,0.01,0.0,MO ,IGLESIA CRISTIANA HISPANO-AMERICANA                                         
12284,K242CT,38.95530555555560,-92.27241666666670,96.3,0.01,0.0,MO ,"ZIMMER RADIO OF MID-MISSOURI, INC.                                          "
12285,WFUN-FM     ,38.57441666666670,-90.32550000000000,96.3,0.01,309.0,MO ,"AUDACY LICENSE, LLC                                                         "
12286,WFUN-FM     ,38.61311111111110,-90.33594444444440,96.3,0.01,164.0,MO ,"AUDACY LICENSE, LLC                                                         "
12287,WQRG-LP     ,30.507305555555600,-89.44997222222220,96.3,0.01,0.0,MS ,"HANCOCK COUNTY AMATEUR RADIO ASSOC.,INC.                                    "
12288,WUSJ        ,32.19152777777780,-90.40619444444450,96.3,0.01,391.4,MS ,"NEW SOUTH RADIO, INC.                                                       "
12289,WUSJ        ,32.386805555555600,-90.1631388888889,96.3,0.01,112.0,MS ,"NEW SOUTH RADIO, INC.                                                       "
12290,WUSJ        ,32.386805555555600,-90.1631388888889,96.3,0.01,112.0,MS ,"NEW SOUTH RADIO, INC.                                                       "
12291,WXWX        ,34.409277777777800,-88.54005555555560,96.3,0.01,125.0,MS ,SOUTHERN BROADCASTING LLC                                                   
12292,K242DC,45.27447222222220,-111.3936388888890,96.3,0.01,0.0,MT ,MONTANA STATE UNIVERSITY - BILLINGS                                         
12293,KRZN        ,45.760222222222200,-108.45319444444400,96.3,0.01,212.0,MT ,"DESERT MOUNTAIN BROADCASTING LICENSES, LLC                                  "
12294,KBAZ        ,46.802138888888900,-113.97341666666700,96.3,0.01,637.0,MT ,"TOWNSQUARE LICENSE, LLC                                                     "
12295,K242CX,46.76852777777780,-112.02330555555600,96.3,0.01,0.0,MT ,"THE MONTANA RADIO COMPANY, LLC                                              "
12296,NEW         ,46.32055555555560,-111.51361111111100,96.3,0.01,-138.0,MT ,"HOLY CROSS PARISH: SERIES 451, LLC"
12297,W242CC,36.07402777777780,-80.25477777777780,96.3,0.01,0.0,NC ,DELMARVA EDUCATIONAL ASSOCIATION                                            
12298,W242CD,36.06166666666670,-79.79277777777780,96.3,0.01,0.0,NC ,DELMARVA EDUCATIONAL ASSOCIATION                                            
12299,WRHT        ,34.75211111111110,-76.88216666666670,96.3,0.01,150.0,NC ,"INNER BANKS MEDIA, LLC                                                      "
12300,W242DG,35.903055555555600,-77.78222222222220,96.3,0.01,0.0,NC ,"TREY AND ASSOCIATES, LLC                                                    "
12301,KNDS-LP     ,46.876555555555600,-96.90650000000000,96.3,0.01,0.0,ND ,ALLIANCE FOR THE ARTS AND HUMANITIES                                        
12302,K242CZ,46.935250000000000,-98.01202777777780,96.3,0.01,0.0,ND ,"I3G MEDIA, INC."
12303,K242CU,41.39675,-99.61786111111110,96.3,0.01,0.0,NE ,CUSTER COUNTY BROADCASTING COMPANY                                          
12304,K242BE,42.028055555555600,-97.3406111111111,96.3,0.01,0.0,NE ,"COMMUNITY BROADCASTING, INC.                                                "
12305,WFYX        ,43.137277777777800,-72.43258333333330,96.3,0.01,124.0,NH ,"GREAT EASTERN RADIO, LLC                                                    "
12306,KKOB-FM     ,35.212250000000000,-106.45,96.3,0.01,1260.0,NM ,"RADIO LICENSE HOLDING CBC, LLC                                              "
12307,K242DB,32.45030555555560,-104.21277777777800,96.3,0.01,0.0,NM ,"KAMQ, INC.                                                                  "
12308,KKLZ        ,36.00802777777780,-115.0063611111110,96.3,0.01,358.0,NV ,"BEASLEY MEDIA GROUP LICENSES, LLC                                           "
12309,KKLZ        ,36.009972222222200,-115.00638888888900,96.3,0.01,320.9,NV ,"BEASLEY MEDIA GROUP LICENSES, LLC                                           "
12310,W242DC,42.9095,-76.60213888888890,96.3,0.01,0.0,NY ,"AUBURN BROADCASTING, INC.                                                   "
12311,W242DJ,43.19311111111110,-73.7565,96.3,0.01,0.0,NY ,LOUD MEDIA LLC                                                              
12312,W242AB,42.39175,-76.4743888888889,96.3,0.01,0.0,NY ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     "
12313,W242AZ,44.18863888888890,-73.78955555555560,96.3,0.01,0.0,NY ,THE ST. LAWRENCE UNIVERSITY                                                 
12314,WXNY-FM     ,40.74841666666670,-73.98569444444450,96.3,0.01,415.0,NY ,"UNIVISION RADIO STATIONS GROUP, INC.                                        "
12315,WXNY-FM     ,40.75622222222220,-73.98625,96.3,0.01,282.0,NY ,"UNIVISION RADIO STATIONS GROUP, INC.                                        "
12316,WXNY-FM     ,40.748333333333300,-73.98583333333330,96.3,0.01,387.0,NY ,"UNIVISION RADIO STATIONS GROUP, INC.                                        "
12317,W242CT,42.051250000000000,-78.42041666666670,96.3,0.01,0.0,NY ,"SOUTHERN BELLE, LLC                                                         "
12318,W242CT,42.051111111111100,-78.41944444444450,96.3,0.01,0.0,NY ,"SOUTHERN BELLE, LLC                                                         "
12319,WAJZ        ,42.636472222222200,-74.00013888888890,96.3,0.01,293.0,NY ,"6 JOHNSON ROAD LICENSES, INC."
12320,WLVQ        ,39.97116666666670,-83.02766666666670,96.3,0.01,229.0,OH ,"FRANKLIN COMMUNICATIONS, INC.                                               "
12321,WLVQ        ,40.04727777777780,-83.06186111111110,96.3,0.01,65.0,OH ,"FRANKLIN COMMUNICATIONS, INC.                                               "
12322,WLVQ        ,40.04727777777780,-83.06175,96.3,0.01,65.0,OH ,"FRANKLIN COMMUNICATIONS, INC.                                               "
12323,WLVQ        ,39.876111111111100,-82.98027777777780,96.3,0.01,159.7,OH ,"FRANKLIN COMMUNICATIONS, INC.                                               "
12324,WLVQ        ,39.87477777777780,-82.97933333333330,96.3,0.01,151.0,OH ,"FRANKLIN COMMUNICATIONS, INC.                                               "
12325,K242AA,34.60727777777780,-98.46505555555560,96.3,0.01,0.0,OK ,"DAVID INGLES MINISTRIES CHURCH, INC.                                        "
12326,K242CK,35.89536111111110,-94.95355555555560,96.3,0.01,0.0,OK ,"K95.5, INC."
12327,KKJC-LP     ,45.160666666666700,-123.15508333333300,96.3,0.01,17.0,OR ,"CALVARY CHAPEL OF MCMINNVILLE, INC                                          "
12328,K242DD,43.20594444444450,-123.36508333333300,96.3,0.01,0.0,OR ,SOUTHERN OREGON UNIVERSITY                                                  
12329,K242AX,45.71177777777780,-121.11727777777800,96.3,0.01,557.0,OR ,THE KBOO FOUNDATION                                                         
12330,KKWA        ,45.48872222222220,-122.6956388888890,96.3,0.01,386.0,OR ,HOPE MEDIA GROUP                                                            
12331,KKWA        ,45.48872222222220,-122.69566666666700,96.3,0.01,323.0,OR ,HOPE MEDIA GROUP                                                            
12332,W242CY,41.00786111111110,-76.37161111111110,96.3,0.01,0.0,PA ,"SOUTHERN BELLE, LLC                                                         "
12333,W242BY,39.92813888888890,-77.69527777777780,96.3,0.01,0.0,PA ,ALPHA MEDIA LICENSEE LLC                                                    
12334,W242CU,42.10416666666670,-80.06916666666670,96.3,0.01,0.0,PA ,"RADIO LICENSE HOLDING CBC, LLC                                              "
12335,NEW         ,41.236666666666700,-80.43361111111110,96.3,0.01,64.0,PA ,CAROUSEL ENTERTAINMENT                                                      
12336,WJSA-FM     ,41.22925,-77.36691666666670,96.3,0.01,306.0,PA ,MONTROSE BROADCASTING CORPORATION                                           
12337,WLOQ        ,41.39647222222220,-79.66494444444440,96.3,0.01,99.0,PA ,EDUCATIONAL MEDIA FOUNDATION                                                
12338,WKSP        ,33.685138888888900,-81.9265,96.3,0.01,258.0,SC ,"IHM LICENSES, LLC                                                           "
12339,WKSP        ,33.506388888888900,-81.96194444444440,96.3,0.01,126.0,SC ,"IHM LICENSES, LLC                                                           "
12340,WOHM-LP     ,32.81286111111110,-79.95191666666670,96.3,0.01,0.0,SC ,MEDIA REFORM SC                                                             
12341,W242CB,34.203500000000000,-79.86422222222220,96.3,0.01,0.0,SC ,"COMMUNITY BROADCASTERS, LLC                                                 "
